N|N0003|200106|ACS|11|21|2456|523323|13500|509523|0|192518|202103|71973|42229|700|-0.0264|0.0658|254514|0.0654|21|177869|17|77140|0.0915|38
N|N0003|200106|ACS|11|22|1289|930987|25400|905287|300|248090|394720|160837|101940|0|-0.0188|0.1104|316889|0.0621|25|348558|19|240140|0.0984|37
N|N0003|200106|ACS|11|23|86|241051|6200|234851|0|23720|137751|43080|28300|2000|0.0471|0.183|64550|0.0496|32|69741|27|100560|0.1309|42
N|N0003|200106|ACS|11|24|11|63800|5000|58800|0|400|38100|11400|8900|0|0.0131|0.2051|9600|0.02|21|18100|22|31100|0.1191|40
N|N0003|200106|ACS|12|21|2874|539350|109932|428218|100|301225|95710|21221|9091|1071|-0.0291|0.0314|89689|0.0405|18|328239|8|10390|0.0305|19
N|N0003|200106|ACS|12|22|1427|1126002|207706|916196|0|502748|272152|74887|60081|4928|-0.0123|0.0392|168144|0.0487|29|694360|31|53692|0.0307|26
N|N0003|200106|ACS|12|23|196|522713|133411|385902|0|83076|174958|74000|38768|15100|0.0085|0.069|40450|0.042|32|275414|64|70038|0.03|32
N|N0003|200106|ACS|12|24|65|386228|137300|234528|0|20475|103543|58730|28280|14200|-0.0039|0.0641|21200|0.0226|140|154228|395|59100|0.027|369
N|N0003|200106|ACS|13|21|7594|1660830|1271004|382109|400|119924|120857|54790|72165|13273|0.0077|||||||||
N|N0003|200106|ACS|13|22|1764|1322254|939513|372341|0|82970|112859|59491|90598|25423|0.031|||||||||
N|N0003|200106|ACS|13|23|144|371541|196231|162310|0|24100|32200|7700|37500|45900|0.059|||||||||
N|N0003|200106|ACS|13|24|26|151000|48700|89100|0|600|28400|5000|15600|26900|0.0918|||||||||
N|N0003|200106|ACS|14|21|2883|493824|387969|103173|0|11315|21533|16574|40136|12815|0.0579|||||||||
N|N0003|200106|ACS|14|22|935|669872|497929|142343|0|14100|27665|30503|54271|12404|0.0658|||||||||
N|N0003|200106|ACS|14|23|58|157710|86880|44530|0|300|9800|4900|11830|12300|0.0787|||||||||
N|N0003|200106|ACS|14|24|22|122700|39100|23900|0|0|0|5500|0|18400|0.1552|||||||||
N|N0003|200106|ACS|15|21|1094|192748|164493|24899|0|2868|6698|2400|8834|3099|0.0548|||||||||
N|N0003|200106|ACS|15|22|235|201199|123975|32327|0|1000|3700|3099|9431|11597|0.0202|||||||||
N|N0003|200106|ACS|15|23|42|101500|57700|17300|0|0|0|2300|6000|9000|0.0228|||||||||
N|N0003|200106|ACS|15|24|19|111800|23300|32200|0|0|700|4100|2600|7300|0.2121|||||||||
N|N0003|200106|AEF|11|21|210|61757|0|61757|0|9524|22881|15536|13616|200|0.0418|0.0464|24867|0.0137|47|35248|43|1642|0.0401|27
N|N0003|200106|AEF|11|22|241|216602|0|216602|0|30090|74169|52973|59370|0|0.0407|0.0467|57457|0.018|47|143045|51|16100|0.0296|37
N|N0003|200106|AEF|11|23|59|162060|6000|156060|0|17265|57043|39766|41986|0|0.0371|0.0536|23243|0.0111|83|99417|42|33400|0.0266|51
N|N0003|200106|AEF|11|24|4|23221|0|23221|0|0|11666|5555|6000|0|0.0251|0.037||||23221|55|||
N|N0003|200106|AEF|12|21|58|15689|395|15294|0|3076|3850|3540|4128|700|0.0297|0.0395|6858|0.0211|84|8436|53|||
N|N0003|200106|AEF|12|22|134|121897|1900|118397|0|21730|37674|28600|26893|2400|0.0213|0.0383|22733|0.0145|230|92664|75|3000|0.0267|54
